,Age,Education,Occupation,Relationship,Race,Sex,Target
23265,34,HS-grad,Machine-op-inspct,Unmarried,White,Female,<=50K
23266,66,Doctorate,Sales,Husband,White,Male,>50K
23267,19,Some-college,?,Own-child,White,Female,<=50K
23268,36,HS-grad,Craft-repair,Husband,White,Male,<=50K
23269,35,Bachelors,Exec-managerial,Unmarried,White,Female,<=50K
23270,27,HS-grad,Sales,Husband,White,Male,<=50K
23271,29,Some-college,Exec-managerial,Own-child,White,Female,<=50K
23272,25,HS-grad,Adm-clerical,Own-child,White,Female,<=50K
23273,22,Some-college,Other-service,Own-child,White,Male,>50K
23274,41,Some-college,Craft-repair,Husband,White,Male,>50K
23275,20,Assoc-acdm,Transport-moving,Own-child,White,Male,<=50K
23276,52,HS-grad,Machine-op-inspct,Husband,White,Male,<=50K
23277,34,Some-college,Other-service,Unmarried,Black,Female,<=50K
23278,44,Prof-school,Prof-specialty,Not-in-family,White,Male,>50K
23279,50,Masters,Sales,Not-in-family,White,Female,>50K
23280,49,Bachelors,Exec-managerial,Husband,White,Male,>50K
23281,36,Bachelors,?,Own-child,White,Female,<=50K
23282,71,Prof-school,Other-service,Husband,White,Male,<=50K
23283,20,HS-grad,Other-service,Other-relative,Black,Male,<=50K
23284,20,Some-college,Adm-clerical,Own-child,White,Female,<=50K
23285,59,HS-grad,Sales,Husband,White,Male,>50K
23286,41,5th-6th,Farming-fishing,Husband,White,Male,<=50K
23287,38,Some-college,Exec-managerial,Not-in-family,White,Female,<=50K
23288,55,HS-grad,Transport-moving,Husband,White,Male,<=50K
23289,17,9th,Other-service,Unmarried,White,Female,<=50K
23290,45,Bachelors,Exec-managerial,Husband,White,Male,>50K
23291,43,HS-grad,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,<=50K
23292,19,12th,Other-service,Own-child,White,Male,<=50K
23293,33,HS-grad,Other-service,Own-child,White,Female,<=50K
23294,63,HS-grad,Exec-managerial,Not-in-family,White,Male,<=50K
23295,39,HS-grad,Farming-fishing,Not-in-family,White,Male,>50K
23296,34,HS-grad,Transport-moving,Husband,White,Male,<=50K
23297,31,Assoc-acdm,Machine-op-inspct,Unmarried,White,Male,<=50K
23298,21,12th,Craft-repair,Husband,White,Male,<=50K
23299,23,Assoc-voc,Adm-clerical,Other-relative,White,Female,<=50K
23300,20,Some-college,Handlers-cleaners,Own-child,White,Female,<=50K
23301,45,Bachelors,Sales,Not-in-family,White,Male,>50K
23302,59,HS-grad,Transport-moving,Husband,White,Male,<=50K
23303,58,Masters,Exec-managerial,Husband,White,Male,>50K
23304,66,HS-grad,Adm-clerical,Unmarried,White,Female,>50K
23305,37,Assoc-voc,Prof-specialty,Wife,White,Female,>50K
23306,29,Some-college,Craft-repair,Own-child,White,Male,<=50K
23307,32,Bachelors,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,<=50K
23308,39,Bachelors,Prof-specialty,Husband,White,Male,>50K
23309,57,HS-grad,Exec-managerial,Unmarried,White,Female,<=50K
23310,57,Masters,Prof-specialty,Husband,White,Male,>50K
23311,50,HS-grad,Sales,Not-in-family,White,Male,<=50K
23312,44,Bachelors,Farming-fishing,Husband,White,Male,>50K
23313,56,Assoc-voc,Craft-repair,Husband,Black,Male,>50K
23314,26,Masters,Exec-managerial,Not-in-family,White,Female,<=50K
23315,22,Some-college,?,Own-child,White,Female,<=50K
23316,26,Assoc-voc,Farming-fishing,Own-child,White,Male,<=50K
23317,33,Bachelors,Prof-specialty,Husband,White,Male,>50K
23318,36,Assoc-voc,Farming-fishing,Husband,White,Male,>50K
23319,45,Some-college,Sales,Husband,White,Male,>50K
23320,56,Doctorate,Prof-specialty,Not-in-family,White,Female,<=50K
23321,23,Some-college,Sales,Own-child,White,Male,<=50K
23322,23,Some-college,Other-service,Not-in-family,Black,Male,<=50K
23323,35,Bachelors,Prof-specialty,Not-in-family,White,Male,<=50K
23324,39,Bachelors,Prof-specialty,Wife,White,Female,>50K
23325,45,HS-grad,Craft-repair,Not-in-family,White,Male,<=50K
23326,21,Some-college,Sales,Own-child,White,Female,<=50K
23327,56,HS-grad,Adm-clerical,Husband,White,Male,<=50K
23328,31,HS-grad,Handlers-cleaners,Own-child,White,Female,<=50K
23329,44,12th,Transport-moving,Not-in-family,Black,Male,<=50K
23330,21,Some-college,?,Other-relative,White,Male,<=50K
23331,31,HS-grad,Handlers-cleaners,Husband,White,Male,<=50K
23332,20,HS-grad,Handlers-cleaners,Own-child,White,Male,<=50K
23333,17,11th,?,Own-child,Black,Female,<=50K
23334,44,HS-grad,Adm-clerical,Husband,White,Male,>50K
23335,19,Some-college,Other-service,Own-child,White,Female,<=50K
23336,71,HS-grad,?,Unmarried,White,Male,<=50K
23337,23,Some-college,Sales,Not-in-family,White,Female,<=50K
23338,21,HS-grad,Craft-repair,Own-child,White,Male,<=50K
23339,29,Masters,Prof-specialty,Husband,White,Male,<=50K
23340,33,Some-college,Other-service,Not-in-family,White,Female,<=50K
23341,46,HS-grad,Exec-managerial,Not-in-family,White,Male,>50K
23342,21,Some-college,?,Own-child,Black,Female,<=50K
23343,36,Some-college,Sales,Husband,White,Male,>50K
23344,70,Masters,Prof-specialty,Husband,White,Male,>50K
23345,19,HS-grad,Handlers-cleaners,Not-in-family,White,Female,<=50K
23346,29,Some-college,Exec-managerial,Own-child,Black,Female,<=50K
23347,34,Assoc-acdm,Sales,Unmarried,White,Male,<=50K
23348,26,Some-college,Exec-managerial,Not-in-family,White,Male,<=50K
23349,30,Bachelors,Exec-managerial,Not-in-family,White,Female,<=50K
23350,34,Some-college,Adm-clerical,Not-in-family,White,Female,<=50K
23351,24,Bachelors,?,Not-in-family,Asian-Pac-Islander,Male,<=50K
23352,28,HS-grad,Sales,Own-child,White,Male,<=50K
23353,24,Some-college,?,Own-child,White,Male,<=50K
23354,76,Bachelors,Adm-clerical,Husband,White,Male,>50K
23355,19,12th,Handlers-cleaners,Own-child,White,Male,<=50K
23356,45,10th,Craft-repair,Husband,White,Male,<=50K
23357,24,Some-college,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,>50K
23358,37,Bachelors,Craft-repair,Husband,White,Male,>50K
23359,24,Bachelors,Prof-specialty,Husband,White,Male,<=50K
23360,24,Bachelors,Adm-clerical,Not-in-family,White,Female,<=50K
23361,40,HS-grad,Machine-op-inspct,Husband,White,Male,>50K
23362,20,Some-college,Handlers-cleaners,Own-child,White,Male,<=50K
23363,23,11th,Handlers-cleaners,Husband,White,Male,<=50K
23364,25,Some-college,Other-service,Not-in-family,Other,Female,<=50K
23365,64,Assoc-acdm,Prof-specialty,Other-relative,White,Female,<=50K
23366,53,Masters,Prof-specialty,Husband,White,Male,>50K
23367,28,Some-college,Adm-clerical,Own-child,White,Female,<=50K
23368,52,Masters,Prof-specialty,Husband,Black,Male,>50K
23369,28,Prof-school,Prof-specialty,Not-in-family,Black,Male,<=50K
23370,31,Assoc-acdm,Exec-managerial,Husband,White,Male,>50K
23371,77,Bachelors,Prof-specialty,Not-in-family,White,Female,<=50K
23372,22,HS-grad,Tech-support,Own-child,White,Male,<=50K
23373,17,11th,?,Own-child,White,Female,<=50K
23374,38,Bachelors,Exec-managerial,Not-in-family,White,Male,<=50K
23375,45,11th,?,Own-child,Black,Male,<=50K
23376,25,Some-college,Adm-clerical,Unmarried,Black,Female,<=50K
23377,50,HS-grad,Craft-repair,Husband,White,Male,>50K
23378,53,HS-grad,Exec-managerial,Husband,White,Male,<=50K
23379,24,HS-grad,Farming-fishing,Not-in-family,White,Male,<=50K
23380,33,HS-grad,Adm-clerical,Husband,White,Male,>50K
23381,57,Masters,Exec-managerial,Husband,Black,Male,>50K
23382,39,Prof-school,Exec-managerial,Wife,White,Female,>50K
23383,30,Some-college,Transport-moving,Not-in-family,White,Male,<=50K
23384,31,HS-grad,Adm-clerical,Husband,White,Male,>50K
23385,39,Some-college,Transport-moving,Own-child,Black,Male,<=50K
23386,30,Bachelors,Sales,Own-child,White,Female,<=50K
23387,48,Some-college,Adm-clerical,Unmarried,White,Female,<=50K
23388,62,Masters,?,Wife,White,Female,<=50K
23389,39,HS-grad,Machine-op-inspct,Husband,White,Male,>50K
23390,34,HS-grad,Transport-moving,Own-child,White,Male,<=50K
23391,45,Masters,Exec-managerial,Husband,White,Male,>50K
23392,32,11th,Machine-op-inspct,Unmarried,White,Female,<=50K
23393,40,Some-college,Adm-clerical,Not-in-family,White,Female,<=50K
23394,17,10th,Other-service,Own-child,White,Female,<=50K
23395,19,10th,?,Own-child,Black,Male,<=50K
23396,25,HS-grad,Tech-support,Husband,White,Male,<=50K
23397,42,Some-college,Transport-moving,Husband,White,Male,<=50K
23398,66,Bachelors,Priv-house-serv,Other-relative,White,Male,<=50K
23399,63,HS-grad,Sales,Not-in-family,White,Male,<=50K
23400,43,7th-8th,Other-service,Husband,White,Male,<=50K
23401,26,HS-grad,Handlers-cleaners,Not-in-family,White,Male,<=50K
23402,23,HS-grad,Machine-op-inspct,Wife,White,Female,>50K
23403,39,Prof-school,Exec-managerial,Husband,White,Male,>50K
23404,47,HS-grad,Exec-managerial,Husband,White,Male,>50K
23405,36,HS-grad,Machine-op-inspct,Not-in-family,Black,Female,<=50K
23406,35,HS-grad,Craft-repair,Husband,White,Male,<=50K
23407,25,HS-grad,Farming-fishing,Not-in-family,White,Male,<=50K
23408,21,Some-college,Adm-clerical,Own-child,White,Female,<=50K
23409,46,HS-grad,Priv-house-serv,Wife,White,Female,<=50K
23410,43,10th,Handlers-cleaners,Husband,Black,Male,<=50K
23411,31,Doctorate,Prof-specialty,Husband,White,Male,>50K
23412,41,HS-grad,Craft-repair,Unmarried,White,Female,<=50K
23413,50,HS-grad,Adm-clerical,Unmarried,White,Female,<=50K
23414,36,11th,Exec-managerial,Not-in-family,White,Female,<=50K
23415,31,HS-grad,?,Own-child,White,Female,<=50K
23416,45,7th-8th,Exec-managerial,Husband,White,Male,>50K
23417,50,11th,Exec-managerial,Husband,White,Male,>50K
23418,52,7th-8th,Exec-managerial,Wife,White,Female,<=50K
23419,40,Doctorate,Prof-specialty,Husband,White,Male,>50K
23420,55,Bachelors,Exec-managerial,Husband,White,Male,>50K
23421,64,10th,?,Husband,White,Male,>50K
23422,51,Prof-school,Prof-specialty,Husband,White,Male,>50K
23423,30,Some-college,Prof-specialty,Husband,White,Male,>50K
23424,56,Masters,Prof-specialty,Not-in-family,White,Female,<=50K
23425,35,HS-grad,Exec-managerial,Husband,White,Male,<=50K
23426,55,10th,Sales,Husband,White,Male,<=50K
23427,30,HS-grad,Tech-support,Unmarried,White,Female,<=50K
23428,34,HS-grad,Craft-repair,Not-in-family,White,Male,<=50K
23429,36,Assoc-voc,Prof-specialty,Wife,White,Female,>50K
23430,43,HS-grad,Craft-repair,Husband,White,Male,<=50K
23431,24,Some-college,Protective-serv,Not-in-family,White,Male,<=50K
23432,30,10th,Other-service,Husband,Black,Male,<=50K
23433,33,Assoc-voc,Protective-serv,Not-in-family,White,Male,<=50K
23434,32,Assoc-acdm,Prof-specialty,Not-in-family,White,Male,<=50K
23435,29,Bachelors,Prof-specialty,Not-in-family,White,Female,<=50K
23436,50,HS-grad,Machine-op-inspct,Husband,White,Male,<=50K
23437,18,11th,Prof-specialty,Own-child,White,Male,<=50K
23438,20,11th,Sales,Own-child,White,Female,<=50K
23439,45,Masters,Prof-specialty,Husband,White,Male,>50K
23440,22,Some-college,Sales,Not-in-family,White,Male,<=50K
23441,45,Prof-school,Exec-managerial,Husband,White,Male,>50K
23442,41,HS-grad,Machine-op-inspct,Husband,White,Male,<=50K
23443,42,7th-8th,Other-service,Not-in-family,White,Female,<=50K
23444,24,Bachelors,Sales,Not-in-family,White,Male,<=50K
23445,22,HS-grad,Handlers-cleaners,Unmarried,White,Male,<=50K
23446,28,HS-grad,Exec-managerial,Husband,White,Male,>50K
23447,23,Some-college,Handlers-cleaners,Own-child,White,Male,<=50K
23448,21,7th-8th,Farming-fishing,Own-child,White,Female,<=50K
23449,23,Bachelors,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,<=50K
23450,45,Some-college,Adm-clerical,Unmarried,White,Female,<=50K
23451,41,HS-grad,Sales,Unmarried,White,Female,<=50K
23452,49,HS-grad,Adm-clerical,Husband,White,Male,>50K
23453,38,Some-college,Other-service,Own-child,Black,Female,<=50K
23454,37,HS-grad,Handlers-cleaners,Not-in-family,White,Male,<=50K
23455,70,Bachelors,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,<=50K
23456,24,HS-grad,Adm-clerical,Not-in-family,White,Female,<=50K
23457,28,Bachelors,Prof-specialty,Not-in-family,White,Female,<=50K
23458,24,Assoc-voc,Adm-clerical,Own-child,Asian-Pac-Islander,Female,<=50K
23459,83,10th,Farming-fishing,Husband,White,Male,>50K
23460,69,Doctorate,Prof-specialty,Husband,White,Male,>50K
23461,37,HS-grad,Adm-clerical,Unmarried,Black,Female,<=50K
23462,28,Bachelors,Exec-managerial,Not-in-family,White,Female,<=50K
23463,54,Some-college,Adm-clerical,Not-in-family,White,Female,<=50K
23464,71,HS-grad,Exec-managerial,Husband,White,Male,>50K
23465,56,HS-grad,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,<=50K
23466,27,Bachelors,Prof-specialty,Not-in-family,Other,Female,<=50K
23467,42,Masters,Sales,Husband,White,Male,>50K
23468,21,HS-grad,Sales,Own-child,White,Male,<=50K
23469,29,Assoc-voc,Prof-specialty,Husband,White,Male,<=50K
23470,27,7th-8th,Other-service,Not-in-family,White,Male,<=50K
23471,32,Bachelors,Prof-specialty,Not-in-family,White,Male,>50K
23472,31,Some-college,Adm-clerical,Not-in-family,White,Male,<=50K
23473,38,Some-college,Other-service,Not-in-family,White,Female,<=50K
23474,55,Doctorate,Prof-specialty,Husband,Asian-Pac-Islander,Male,>50K
23475,48,HS-grad,Transport-moving,Husband,White,Male,<=50K
23476,58,HS-grad,Farming-fishing,Not-in-family,White,Male,<=50K
23477,23,Some-college,Adm-clerical,Not-in-family,White,Female,<=50K
23478,28,Some-college,Adm-clerical,Not-in-family,White,Female,<=50K
23479,49,Some-college,Exec-managerial,Husband,White,Male,<=50K
23480,51,HS-grad,Other-service,Unmarried,White,Female,<=50K
23481,23,HS-grad,Craft-repair,Own-child,White,Male,<=50K
23482,40,HS-grad,Exec-managerial,Not-in-family,Black,Male,<=50K
23483,59,HS-grad,Other-service,Not-in-family,Asian-Pac-Islander,Male,<=50K
23484,47,Bachelors,Craft-repair,Not-in-family,White,Female,<=50K
23485,37,HS-grad,Transport-moving,Husband,White,Male,<=50K
23486,39,Assoc-acdm,Exec-managerial,Unmarried,White,Male,<=50K
23487,43,Some-college,Craft-repair,Husband,White,Male,<=50K
23488,40,Assoc-voc,Farming-fishing,Husband,White,Male,<=50K
23489,48,10th,Transport-moving,Husband,White,Male,>50K
23490,29,9th,Sales,Not-in-family,White,Female,<=50K
23491,48,Some-college,Sales,Husband,White,Male,>50K
23492,37,Bachelors,Farming-fishing,Not-in-family,White,Male,<=50K
23493,19,HS-grad,Sales,Not-in-family,White,Male,<=50K
23494,28,10th,Other-service,Own-child,Black,Female,<=50K
23495,56,5th-6th,Craft-repair,Husband,Black,Male,<=50K
23496,45,HS-grad,Transport-moving,Own-child,White,Male,<=50K
23497,60,Some-college,Protective-serv,Husband,White,Male,<=50K
23498,53,Masters,Exec-managerial,Husband,White,Male,>50K
23499,37,HS-grad,Adm-clerical,Husband,White,Male,<=50K
23500,31,HS-grad,Other-service,Husband,White,Male,<=50K
23501,29,Assoc-voc,Farming-fishing,Husband,White,Male,>50K
23502,31,HS-grad,?,Unmarried,White,Female,<=50K
23503,39,HS-grad,Transport-moving,Husband,Black,Male,<=50K
23504,31,Bachelors,Prof-specialty,Husband,White,Male,>50K
23505,42,Bachelors,Exec-managerial,Husband,White,Male,>50K
23506,17,11th,Handlers-cleaners,Own-child,White,Female,<=50K
23507,19,HS-grad,Other-service,Own-child,White,Female,<=50K
23508,24,Bachelors,Other-service,Not-in-family,Asian-Pac-Islander,Male,<=50K
23509,62,HS-grad,Farming-fishing,Husband,White,Male,>50K
23510,34,1st-4th,Other-service,Other-relative,White,Female,<=50K
23511,47,Masters,Exec-managerial,Husband,White,Male,>50K
23512,58,Bachelors,Prof-specialty,Not-in-family,White,Female,<=50K
23513,23,Assoc-voc,Prof-specialty,Not-in-family,White,Female,<=50K
23514,33,HS-grad,Other-service,Unmarried,Black,Female,<=50K
23515,76,HS-grad,Adm-clerical,Not-in-family,White,Male,<=50K
23516,40,HS-grad,Exec-managerial,Unmarried,White,Female,<=50K
23517,28,7th-8th,Other-service,Unmarried,White,Female,<=50K
23518,41,Some-college,Tech-support,Wife,White,Female,<=50K
23519,46,HS-grad,Protective-serv,Husband,White,Male,>50K
23520,22,Some-college,Adm-clerical,Not-in-family,White,Female,<=50K
23521,29,Assoc-voc,Handlers-cleaners,Husband,White,Male,<=50K
23522,26,HS-grad,Other-service,Unmarried,White,Male,<=50K
23523,31,Bachelors,Adm-clerical,Not-in-family,White,Male,>50K
23524,22,HS-grad,Other-service,Not-in-family,White,Female,<=50K
23525,41,Some-college,Transport-moving,Not-in-family,Black,Male,<=50K
23526,29,HS-grad,Transport-moving,Other-relative,Other,Male,<=50K
23527,60,Assoc-voc,Tech-support,Husband,White,Male,>50K
23528,72,HS-grad,Adm-clerical,Husband,White,Male,>50K
23529,41,Some-college,Farming-fishing,Husband,White,Male,<=50K
23530,19,Some-college,Other-service,Own-child,White,Female,<=50K
23531,25,Bachelors,Other-service,Own-child,White,Male,<=50K
23532,24,Bachelors,Exec-managerial,Not-in-family,White,Male,<=50K
23533,59,9th,Other-service,Husband,White,Male,<=50K
23534,17,11th,Craft-repair,Own-child,White,Male,<=50K
23535,59,Bachelors,?,Husband,White,Male,>50K
23536,69,Some-college,?,Not-in-family,White,Male,<=50K
23537,25,Some-college,Sales,Husband,White,Male,<=50K
23538,50,HS-grad,?,Husband,White,Male,<=50K
23539,29,HS-grad,Other-service,Not-in-family,White,Female,<=50K
23540,43,HS-grad,Craft-repair,Husband,White,Male,<=50K
23541,29,Some-college,Other-service,Own-child,White,Female,<=50K
23542,29,Some-college,Adm-clerical,Unmarried,Black,Male,<=50K
23543,32,Some-college,Protective-serv,Husband,White,Male,>50K
23544,17,10th,?,Other-relative,White,Male,<=50K
23545,50,HS-grad,Exec-managerial,Husband,White,Male,>50K
23546,43,Some-college,Exec-managerial,Husband,White,Male,<=50K
23547,41,HS-grad,Machine-op-inspct,Unmarried,White,Female,<=50K
23548,32,Bachelors,Exec-managerial,Wife,White,Female,>50K
23549,54,Masters,Prof-specialty,Not-in-family,White,Female,>50K
23550,65,HS-grad,Exec-managerial,Husband,White,Male,>50K
23551,18,HS-grad,?,Own-child,Other,Female,<=50K
23552,70,Some-college,Exec-managerial,Husband,White,Male,>50K
23553,53,Masters,Exec-managerial,Husband,White,Male,>50K
23554,37,Bachelors,Exec-managerial,Husband,White,Male,>50K
23555,21,Some-college,Transport-moving,Own-child,White,Male,<=50K
23556,20,HS-grad,Machine-op-inspct,Own-child,White,Male,<=50K
23557,47,HS-grad,Adm-clerical,Unmarried,White,Male,<=50K
23558,26,HS-grad,Exec-managerial,Husband,White,Male,<=50K
23559,31,Prof-school,Prof-specialty,Not-in-family,White,Male,<=50K
23560,45,Some-college,Transport-moving,Husband,White,Male,<=50K
23561,35,HS-grad,Adm-clerical,Unmarried,White,Female,<=50K
23562,55,Bachelors,Exec-managerial,Husband,White,Male,>50K
23563,49,Masters,Prof-specialty,Husband,White,Male,>50K
23564,33,HS-grad,Other-service,Unmarried,Asian-Pac-Islander,Male,<=50K
23565,30,Prof-school,Exec-managerial,Not-in-family,White,Male,<=50K
23566,19,Some-college,Other-service,Own-child,White,Male,<=50K
23567,48,Bachelors,Exec-managerial,Husband,White,Male,>50K
23568,41,Some-college,Craft-repair,Not-in-family,White,Male,>50K
23569,29,Bachelors,Tech-support,Husband,White,Male,>50K
23570,47,Masters,Prof-specialty,Husband,White,Male,>50K
23571,53,Masters,Exec-managerial,Husband,Black,Male,>50K
23572,19,Some-college,Adm-clerical,Own-child,White,Female,<=50K
23573,71,HS-grad,Other-service,Not-in-family,White,Female,<=50K
23574,29,Some-college,Sales,Unmarried,White,Female,<=50K
23575,43,Some-college,Other-service,Husband,White,Male,<=50K
23576,23,Bachelors,Exec-managerial,Not-in-family,White,Female,<=50K
23577,52,Some-college,Adm-clerical,Not-in-family,White,Female,<=50K
23578,56,Bachelors,Sales,Husband,White,Male,>50K
23579,28,10th,Craft-repair,Not-in-family,White,Male,<=50K
23580,44,Bachelors,Prof-specialty,Husband,White,Male,<=50K
23581,37,Bachelors,Prof-specialty,Not-in-family,White,Female,<=50K
23582,30,Assoc-voc,Exec-managerial,Husband,White,Male,>50K
23583,31,HS-grad,Craft-repair,Husband,White,Male,<=50K
23584,20,Some-college,Sales,Own-child,White,Female,<=50K
23585,64,HS-grad,Sales,Husband,White,Male,>50K
23586,45,HS-grad,Other-service,Husband,White,Male,<=50K
23587,40,Some-college,Exec-managerial,Not-in-family,White,Male,>50K
23588,19,HS-grad,Handlers-cleaners,Own-child,White,Male,<=50K
23589,54,Bachelors,Exec-managerial,Unmarried,White,Male,>50K
23590,61,Doctorate,Exec-managerial,Husband,Asian-Pac-Islander,Male,>50K
23591,18,11th,Other-service,Own-child,White,Female,<=50K
23592,62,HS-grad,?,Husband,White,Male,>50K
23593,33,Assoc-voc,Craft-repair,Not-in-family,White,Male,<=50K
23594,51,HS-grad,Other-service,Not-in-family,Black,Female,<=50K
23595,54,HS-grad,Craft-repair,Husband,White,Male,<=50K
23596,24,Some-college,Protective-serv,Other-relative,White,Male,<=50K
23597,54,Some-college,Exec-managerial,Unmarried,White,Female,<=50K
23598,42,Bachelors,Exec-managerial,Husband,White,Male,>50K
23599,51,Masters,Sales,Unmarried,White,Male,>50K
23600,41,Some-college,Adm-clerical,Wife,Black,Female,>50K
23601,47,Assoc-acdm,Exec-managerial,Not-in-family,White,Male,<=50K
23602,31,Some-college,Adm-clerical,Unmarried,White,Female,<=50K
23603,21,Assoc-voc,Craft-repair,Own-child,Black,Male,<=50K
23604,52,Some-college,Exec-managerial,Unmarried,White,Female,<=50K
23605,20,Some-college,Prof-specialty,Own-child,White,Female,<=50K
23606,18,HS-grad,Sales,Own-child,White,Female,<=50K
23607,58,HS-grad,Priv-house-serv,Other-relative,Asian-Pac-Islander,Female,<=50K
23608,23,HS-grad,Adm-clerical,Unmarried,White,Female,<=50K
23609,21,Some-college,Sales,Not-in-family,White,Female,<=50K
23610,43,Assoc-voc,Protective-serv,Husband,White,Male,<=50K
23611,53,HS-grad,Machine-op-inspct,Own-child,White,Male,<=50K
23612,18,HS-grad,Exec-managerial,Wife,White,Female,<=50K
23613,44,Bachelors,Exec-managerial,Husband,White,Male,>50K
23614,31,Bachelors,Prof-specialty,Not-in-family,White,Male,<=50K
23615,48,1st-4th,Other-service,Husband,White,Male,<=50K
23616,55,Masters,Prof-specialty,Not-in-family,White,Female,<=50K
23617,24,Some-college,Adm-clerical,Own-child,Black,Female,<=50K
23618,41,Masters,Prof-specialty,Husband,White,Male,>50K
23619,35,HS-grad,Craft-repair,Husband,White,Male,>50K
23620,47,Assoc-voc,Adm-clerical,Not-in-family,White,Female,<=50K
23621,54,Some-college,Sales,Husband,White,Male,<=50K
23622,40,Bachelors,Sales,Not-in-family,White,Male,<=50K
23623,56,Some-college,Sales,Unmarried,White,Female,<=50K
23624,23,Assoc-voc,Tech-support,Not-in-family,White,Male,<=50K
23625,34,HS-grad,Craft-repair,Husband,White,Male,<=50K
23626,27,HS-grad,Craft-repair,Unmarried,Black,Male,<=50K
23627,32,Bachelors,Prof-specialty,Not-in-family,White,Male,>50K
23628,72,Some-college,Farming-fishing,Husband,White,Male,<=50K
23629,43,12th,Transport-moving,Husband,White,Male,<=50K
23630,32,Assoc-acdm,Prof-specialty,Unmarried,Black,Female,<=50K
23631,53,Some-college,Adm-clerical,Own-child,White,Male,<=50K
23632,18,12th,Other-service,Own-child,White,Male,<=50K
23633,38,10th,Transport-moving,Unmarried,Black,Male,<=50K
23634,41,Assoc-voc,Adm-clerical,Own-child,Black,Female,<=50K
23635,29,HS-grad,Craft-repair,Own-child,White,Male,<=50K
23636,70,Some-college,?,Husband,White,Male,>50K
23637,46,Bachelors,Exec-managerial,Not-in-family,White,Female,<=50K
23638,47,Some-college,Adm-clerical,Wife,White,Female,<=50K
23639,56,Some-college,Adm-clerical,Wife,White,Female,<=50K
23640,28,HS-grad,Craft-repair,Husband,Black,Male,<=50K
23641,55,Prof-school,Prof-specialty,Husband,White,Male,>50K
23642,50,Bachelors,Prof-specialty,Not-in-family,White,Male,<=50K
23643,47,11th,Adm-clerical,Unmarried,White,Female,<=50K
23644,42,HS-grad,Exec-managerial,Husband,White,Male,<=50K
23645,22,Some-college,Machine-op-inspct,Own-child,White,Male,<=50K
23646,42,5th-6th,Other-service,Husband,White,Male,<=50K
23647,42,Some-college,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,<=50K
23648,46,HS-grad,Exec-managerial,Not-in-family,White,Female,<=50K
23649,45,Some-college,Sales,Husband,Black,Male,>50K
23650,55,HS-grad,Exec-managerial,Husband,Asian-Pac-Islander,Male,<=50K
23651,57,Bachelors,Protective-serv,Husband,White,Male,>50K
23652,25,12th,Craft-repair,Own-child,White,Male,<=50K
23653,43,HS-grad,Transport-moving,Husband,White,Male,<=50K
23654,34,Bachelors,Farming-fishing,Not-in-family,White,Male,<=50K
23655,27,Bachelors,Prof-specialty,Other-relative,White,Female,<=50K
23656,25,HS-grad,Machine-op-inspct,Own-child,White,Female,<=50K
23657,37,Some-college,Exec-managerial,Not-in-family,White,Female,<=50K
23658,48,Some-college,Sales,Unmarried,White,Male,<=50K
23659,38,HS-grad,Other-service,Husband,White,Male,<=50K
23660,17,10th,Craft-repair,Not-in-family,White,Male,<=50K
23661,70,Assoc-voc,Machine-op-inspct,Husband,White,Male,>50K
23662,37,HS-grad,Adm-clerical,Unmarried,White,Female,<=50K
23663,45,HS-grad,Craft-repair,Husband,White,Male,<=50K
23664,56,HS-grad,Sales,Husband,White,Male,>50K
23665,64,HS-grad,Machine-op-inspct,Husband,White,Male,<=50K
23666,35,Some-college,Adm-clerical,Own-child,White,Female,<=50K
23667,23,HS-grad,Sales,Own-child,White,Male,<=50K
23668,42,HS-grad,Protective-serv,Husband,White,Male,<=50K
23669,23,Some-college,Handlers-cleaners,Own-child,White,Male,<=50K
23670,26,Some-college,?,Own-child,White,Male,<=50K
23671,56,HS-grad,Transport-moving,Husband,White,Male,>50K
23672,41,Bachelors,Prof-specialty,Husband,White,Male,>50K
23673,47,5th-6th,Sales,Husband,White,Male,<=50K
23674,21,Some-college,Handlers-cleaners,Own-child,White,Male,<=50K
23675,29,HS-grad,Craft-repair,Own-child,Black,Male,<=50K
23676,32,Some-college,Farming-fishing,Own-child,White,Male,<=50K
23677,72,9th,Other-service,Unmarried,Black,Female,<=50K
23678,69,Prof-school,Prof-specialty,Husband,White,Male,>50K
23679,19,Some-college,Adm-clerical,Other-relative,White,Male,<=50K
23680,25,Bachelors,Craft-repair,Own-child,White,Male,<=50K
23681,56,Some-college,Sales,Husband,White,Male,>50K
23682,42,Masters,Prof-specialty,Not-in-family,White,Female,>50K
23683,58,Bachelors,Exec-managerial,Unmarried,White,Female,<=50K
23684,24,Bachelors,Tech-support,Own-child,White,Male,<=50K
23685,41,Assoc-voc,Tech-support,Wife,White,Female,>50K
23686,40,10th,Exec-managerial,Husband,White,Male,>50K
23687,37,HS-grad,Other-service,Husband,White,Male,<=50K
23688,25,Assoc-acdm,Adm-clerical,Unmarried,White,Female,<=50K
